content,question,answer
"BLITAR, KOMPAS.com– Dalam kurun waktu 4 hingga 5 bulan pertama tahun 2025, sebanyak 20 orang guru sekolah dasar (SD) di Kabupaten Blitar, Jawa Timur, yang berstatus aparatur sipil negara (ASN) mengajukangugatan ceraiterhadap pasangan mereka.
Dinas Pendidikan Kabupaten Blitar mencatat bahwa angka ini menunjukkan lonjakan signifikan dibandingkan tahun sebelumnya.
Kepala Bidang Pengelolaan SD pada Dinas Pendidikan Kabupaten Blitar, Deny Setyawan, menjelaskan bahwa jumlah gugatan cerai yang diajukan guru SD jalur pegawai pemerintah dengan perjanjian kerja (PPPK) ini meningkat tajam.
“Jelas ini memang lonjakan kasus gugat cerai di kalanganguru ASNdalam hal ini jalur PPPK. Karena sepanjang tahun 2024 hanya ada 15 gugatan cerai oleh guru SD ASN ini,” ungkap Deny kepada Kompas.com melalui sambungan telepon, Selasa (22/7/2025).
Baca juga:Dituduh Jadi Penyebab Perceraian, Perempuan di Buleleng Dianiaya
Deny menambahkan bahwa 20 gugatan cerai tersebut merupakan data yang masuk antara Januari hingga April atau Mei 2025.
Jika tren ini berlanjut, ia memperkirakan jumlah gugatan cerai akan terus bertambah hingga pertengahan tahun.
“Kalau sampai pertengahan tahun ini, sampai Juni, mestinya sudah bertambah lagi,” imbuhnya.
Sementara itu, meskipun tidak dapat memberikan angka pasti, Deny memastikan bahwa mayoritas gugatan cerai tersebut diajukan perempuan guru SD berstatus ASN sebagai pihak istri.
“Saya tidak dapat memastikan berapa angkanya, tapi mayoritas memang gugatan cerai itu diajukan oleh guru ASN selaku pihak istri,” katanya.
Deny menyatakan bahwa tidak semua gugatan cerai didasari alasan ekonomi.
Namun, ia mencatat bahwa banyak dari gugatan tersebut diajukan setelah para guru mendapatkan status kepegawaian sebagai ASN jalur PPPK.
Baca juga:Desa di Ponorogo Punya Gembok Cinta untuk Tekan Angka Perceraian Pekerja Migran Indonesia
“Mungkin dulunya mereka guru honorer atau GTT (guru tidak tetap). Dan gugatan cerai itu diajukan setelah mereka diterima sebagai ASN PPPK,” terangnya.
Dengan status sebagai ASN, para guru yang mayoritas perempuan ini menjadi lebih mandiri secara ekonomi.
Deny juga menduga status ASN memberikan mereka pendapatan tetap yang lebih tinggi dibandingkan suami mereka.
“Memang alasan yang mereka ajukan bukan alasan ekonomi tapi kebanyakan karena alasan sudah tidak cocok lagi dengan pasangan. Tapi fakta ini berbicara lain,” ungkap Deny.",Bagaimana jumlah gugatan cerai oleh ASN SD di Blitar sejak tahun 2024?,Menurun hingga 15 gugat cerai
"PAMEKASAN, KOMPAS.com- Tiga pelaku kawanan pencuri di wilayah utara Kabupaten Pamekasan Jawa Timur akhirnya ditangkap, Selasa (22/7/2025).
Tersangka inisial berinisial IB (32), RAQ (26) dan J (23), warga Kecamatan Pasean, Kabupaten Pamekasan, Madura diamankan di lokasi berbeda.
Tersangka IB ditangkap Polsek Waru, Jumat (27/6/2025).
Baca juga:Manfaatkan Kelengahan Jemaah, Pencuri Gasak Tas di Masjid Agung Jami Kota Malang
Sementara tersangka RAQ menyerahkan diri ke Polsek Pasean, Senin (21/7/2025) pukul 19.00.
Sehingga, polisi melakukan pengembangan dan menangkap pelaku berinisial J sebagai anggota kawanan pencuri.
Keduanya dilaporkan mencuri tabung gas elpiji dan jeriken berisi BBM di dua lokasi berbeda.
Keduanya mencuri di tokomilik Ali Wafa (40) dan Miskari (43), warga Kecamatan Waru, Pamekasan.
Kasi HumasPolres Pamekasan, AKP Sri Sugiarto mengungkapkan jika ketiga orang melakukan pencarian tabung gas elpiji di Kecamatan Waru (26/7/2025).
""Awalnya IB ditangkap oleh Polsek Waru, setelah itu RAQ menyerahkan diri ke Polsek Pasean dan dikembangkan akhirnya IB juga ditangkap,"" kata Sugiarto.
Baca juga:Polisi Gerak Cepat Cari Pencuri iPhone 11 Milik Warga, Pelaku Ditangkap Berkat IMEI
Ia menjelaskan, tiga orang tersebut adalah kawanan kenduri yang beroperasi di wilayah utara Kab. Pamekasan.
Mereka melakukan di dua lokasi berbeda.
Sehingga pelaku terungkap melakukan pencurian di toko milik Ali Wafa (40) dan Miskari (43), warga Kecamatan Waru, Pamekasan.
""Saat RAQ menyerahkan diri ke Polsek Pasean, Kapolsek Waru AKP Jupriyadi beserta jajarannya mendatangi Polsek Waru dan memastikan tersangka adalah buronan Polsek Waru,"" katanya.
Baca juga:Motif 2 Pencuri Ban Mobil di Parkiran Bandara Bali, Terlilit Utang karena Judol
Polisi melakukan pemeriksaan terhadap RAQ dan terungkap pelaku berinisial J.
Tak berselang lama tersangka J ditangkap.",Apa tanggung jawaban Polsek Waru terhadap orang IB?,Orang IB ditangkap oleh Polsek Waru.
"KOMPAS.com -Mantan Presiden RI Joko Widodo dijadwalkan akan menjalani pemeriksaan sebagai pelapor dalam kasus dugaan pencemaran nama baik terkait tudingan ijazah palsu yang saat ini sudah masuk tahap penyidikan di Polda Metro Jaya.
Pemeriksaan terhadapJokowiakan dilaksanakan diPolresta Solo, Rabu (23/7/2025), pukul 10.00 WIB.
“Besok (hari ini) di Polres Solo pukul 10.00 WIB,” kata Rivai Kusumanegara, kuasa hukum Jokowi, saat dikonfirmasi pada Selasa (22/7/2025).
Baca juga:Kasus Guru Madin Demak Ahmad Zuhdi Berakhir Damai, Polres Sayangkan Sesuatu
Pemindahan lokasi pemeriksaan ke Solo dilakukan atas permintaan pihak Jokowi.
Hal itu mempertimbangkan banyaknya saksi lain dalam kasus ini yang berdomisili di wilayah Solo dan Yogyakarta.
“Karena berita ini maka kami tadi siang temui Pak Jokowi di kediaman untuk menanyakan kesediaannya jika diperiksa di Polres Solo,” ujar Rivai.
“Karena kebetulan penyidik Polda Metro sedang memeriksa banyak saksi yang berdomisili di wilayah Solo dan Yogya. Pak Jokowi bersedia,” tambahnya.
Setelah Jokowi menyetujui, Rivai dan tim langsung berkoordinasi dengan penyidik di Polresta Solo.
“Penyidik memperkenankan dan untuk itu diminta besok pukul 10.00 WIB hadir di Polres Solo dengan membawa dokumen terkait, termasuk ijazahnya,” ungkapnya.
Sebelumnya, kuasa hukum Jokowi lainnya, Yakub Hasibuan, menyampaikan bahwa kliennya menyambut baik usulan agar pemeriksaan dilakukan di Solo.
“Dengan senang hati. Apa pun proses yang harus dijalankan saya hormati,” ujarnya.
Yakub menjelaskan bahwa pemeriksaan di tempat domisili saksi merupakan hal yang lazim dalam proses hukum.
“Kami menghormati dan semua keputusan ada di penyidik. Memungkinkan dan secara peraturan perundang-undangan pun memungkinkan. Saksi domisili di mana dan diperiksa di kepolisian setempat. Dan itu wajar-wajar saja,” tuturnya.
Yakub juga mengonfirmasi bahwa sebelumnya sudah ada pemanggilan dari Polda Metro Jaya, namun Jokowi berhalangan hadir.
“Kemarin sudah ada panggilan ke Bapak di minggu lalu di hari Kamis. Di situ sudah mengirimkan surat secara resmi untuk menyampaikan kebetulan Bapak berhalangan untuk hadir di hari itu. Diminta diatur jadwalnya kembali,” jelasnya.
Sebagai informasi, Bareskrim Polri sebelumnya telah menyatakan bahwa ijazah Fakultas Kehutanan UGM milik Joko Widodo adalah asli.
Hal itu disampaikan oleh Brigjen Djuhandhani Rahardjo Puro, Dirtipidum Bareskrim, dalam konferensi pers pada Kamis (22/5/2025).
“Hal ini terbukti dari berbagai bukti, mulai dari proses masuk hingga skripsi,” tegas Djuhandhani.",Apa tindakan Jokowi terhadap kasus duga pencemaran nama?,Mengjalani pemeriksaan sebagai pelapor.
"MEDAN, KOMPAS.com–Kodam I Bukit Barisanmemburu prajuritTNIberinisial Serma Tengku Dian Anugerah yang diduga menikam istrinya, Astri Gustina Yolanda (34), hingga tewas diDeli Serdang, Sumatera Utara.
“Terduga pelaku bertugas di BA Provost Denmadam I BB,” kata Kapendam I Bukit Barisan Kolonel Asrul Kurniawan kepadaKompas.commelalui sambungan telepon, Rabu (23/7/2025).
Ia menuturkan, jenazah korban telah dibawa ke rumah sakit untuk diotopsi. “Kasus ini masih kami selidiki. Jenazah korban diotopsi,” ujar Asrul.
Peristiwa penikaman itu terjadi di Jalan Pabrik Gula, Kecamatan Sunggal, Kabupaten Deli Serdang pada Rabu pagi.
Kus (66), warga setempat, mengaku mendengar suara teriakan dari arah rumah korban sekitar pukul 07.00 WIB. Saat mendatangi lokasi, ia mendapati kondisi korban telah bersimbah darah di teras rumah.
Baca juga:Dibantu Selingkuhan, Oknum TNI Bunuh Istri di Surabaya dan Bakar Mayat Korban di Bangkalan
""Dia (A) terduduk di teras rumah sudah bersimbah darah,"" kata Kus saat diwawancarai di lokasi kejadian.
Kus yang mengenal dekat ibu pelaku, langsung membawa korban ke Rumah Sakit Umum Latersia. Namun nyawa korban tak tertolong.
“Waktu di rumah itu dia masih bernafas. Nah, sebelum sampai di rumah sakit, dia (A) meninggal dunia,” ujar Kus.
Ia mengaku kembali ke rumah korban usai kejadian, namun pelaku sudah tak terlihat lagi di lokasi.
PantauanKompas.comdi lokasi, aparat TNI dan Polri berjaga di sekitar rumah korban. Garis polisi juga telah terpasang di sekitar lokasi kejadian.","Apakah ada penikaman yang terjadi di Jalan Pabrik Gula, Kecamatan Sunggal?","Ya, menurut teks ini."
"JAKARTA, KOMPAS.com- Gubernur JakartaPramono Anungbakal menempuh jalur hukum terhadap siapa pun yang terbukti menyabotase fasilitas umum, termasuk lampu lalu lintas.
Hal ini disampaikanPramonomenyusul viralnya video “Pak Ogah” yang diduga mematikan lampu merah di kawasan Cawang, Jakarta Timur.
“Kalau ada sabotase dan bisa kita tangkap, bisa kita buktikan, saya akan perkarakan itu,” kata Pramono saat ditemui di Pasar Santa, Jakarta Selatan, Selasa (22/7/2025).
Baca juga:Pramono Teken Aturan Dana Operasional RT/RW, Cair Mulai Oktober
Menurut Pramono, tindakan menyabotase fasilitas umum merupakan pelanggaran terhadap ketertiban umum.
“Karena bagi siapa pun yang melanggar ketertiban umum secara sengaja di Jakarta, pasti pemerintah jakarta akan mengambil sikap,” lanjut Pramono.
Sebelumnya, sebuah video memperlihatkan dugaan aksi “Pak Ogah” mematikan lampu lalu lintas di kawasan Cawang, Jakarta Timur, viral di media sosial.
Video tersebut diunggah akun Instagram @lbj_jakarta dan memperlihatkan lampu lalu lintas yang tidak menyala.
Baca juga:Dukung Penuh Persija, Pramono: Kalau Prestasi Enggak Baik, Jangan Salahkan Pemprov DKI Lagi
Dalam keterangan unggahan, lampu diduga sengaja dimatikan oleh ""Pak Ogah"" agar bisa mengatur arus lalu lintas secara manual dan meminta imbalan dari pengendara.
Dalam tayangan itu juga tampak petugas memeriksa kondisi lampu lalu lintas. Hasil pemeriksaan menunjukkan bahwa lampu padam karenaminiature circuit breaker(MCB) sengaja dimatikan.
“Lampu merah di salah satu titik di wilayah Cawang, Jakarta Timur, diduga sengaja dimatikan oleh oknum 'Pak Ogah'. Mereka diduga sengaja mematikan lampu merah tersebut agar bisa mengatur lalu lintas di lokasi tersebut,"" tulis akun Instagram @lbj_jakarta.
Baca juga:Kebakaran di Jakarta Marak, Pramono Lanjutkan Program Satu RT Satu APAR
PantauanKompas.compada Selasa (22/7/2025), lampu lalu lintas di lokasi kini telah kembali menyala normal.
Tidak tampak lagi keberadaan ""Pak Ogah"" yang mengatur lalu lintas, dan arus kendaraan kembali berjalan sesuai sinyal lampu.
Kepala Suku Dinas Perhubungan Jakarta Timur Renny Dwi Astuti mengonfirmasi peristiwa tersebut. Ia memastikan bahwa lampu sudah berfungsi kembali.
“Itu kemarin memang lampu traffic light itu kadang-kadang mati. Itu bisa karena faktor teknis maupun non-teknis ya,"" ujar Renny saat dikonfirmasi, Selasa.",Apa tindakan yang melanggar ketertiban umum dikatakan oleh Gubernur Jakarta Pramono?,Menyabotase fasilitas umum.
"JAKARTA, KOMPAS.com- Vonis yang dijatuhkan kepada Menteri Perdagangan periode 2015-2016 Thomas Trikasih Lembong atauTom Lembongdinilai salah. Sebab, Tom disebut hanya melaksanakan perintah dari atas, ketika kebijakan importasi gula itu dilaksanakan pada saat itu.
Selain itu, langkah hakim yang menghitung sendiri kerugian negara yang ditimbulkan akibat kebijakan importasi tersebut turut disorot. Sebabnya, hakim terkesan tidak percaya dengan penghitungan Badan Pengawasan Keuangan dan Pembangunan (BPKP).
Mantan Menteri Koordinator bidang Politik, Hukum, dan Keamanan (Menkopolhukam)Mahfud MDmenilai, tidak ditemukan mens rea atau niat jahat dalam perbuatan yang dilakukan oleh Tom Lembong.
""Setelah saya mengikuti isi persidangan dan mendengar vonisnya, maka menurut saya vonis itu salah,"" kata Mahfud kepadaKompas.com, Selasa (22/7/2025).
Ia menjelaskan bahwa sebelumnya pernah menyatakan proses hukum dalam penetapan Tom Lembong sebagai tersangka sudah sesuai dengan koridor hukum, jika dikaitkan dengan dugaan aliran dana korupsi.
""Waktu itu ada yang mengatakan bahwa Tom Lembong tak bisa dijadikan tersangka karena tak sepeser pun ada dana yang masuk kepadanya. Maka saya jawab di dalam hukum yang resmi, orang bisa dijerat hukum korupsi apabila memperkaya diri sendiri atau orang lain, atau korporasi dengan cara melawan hukum dan merugikan keuangan negara,"" terangnya.
Baca juga:Tinta Politik di Atas Palu Hakim: Membedah Vonis Tom Lembong
Sehingga dalam konteks tersebut, menurutnya, meskipun Tom Lembong tidak menerima aliran dana, tetapi perbuatannya memperkaya orang lain atau korporasi, maka ia bisa dijerat dengan pasal rasuah. Dengan catatan, perbuatannya tergolong sebagai perbuatan melawan hukum dan ada kerugian keuangan negara di dalamnya.
Mahfud mengaku mengikuti terus proses persidangan eks petinggi Timnas Anies-Muhaimin tersebut. Menurutnya, tidak ditemukan niat jahat ataumens reayang dilakukan Tom Lembong, berdasarkan fakta-fakta persidangan yang muncul.
""Menurut saya, tidak ada unsur mens rea sehingga tidak bisa dipidanakan. Dalilnyageen straf zonder schuld, artinya 'tidak ada pemidanaan jika tidak ada kesalahan'. Unsur utama kesalahan itu adalahmens rea,"" jelasnya.
KOMPAS.com/DINDA AULIA RAMADHANTYMantan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud MD di Mercure Hotel, Ancol, Jakarta Utara, Sabtu (21/12/2024).
""Untuk menghukum seseorang, selainactus reus(fakta tindakan fisik) masih harus adamens reaatau niat jahat. Dalam konteks vonis Tom Lembong ini, ternyata tidak ditemukanmens reaatau niat jahat,""
Mahfud menilai, tindakan impor gula yang dilakukan Tom Lembong hanyalah melaksanakan perintah dari atas. Dalam hal ini, atasan Tom Lembong adalah Presiden ke-7 RI Joko Widodo.
""Di kasus Tom Lembong tidak ditemukan mens rea, karena dia hanya melaksanakan tugas dari atas yang bersifat administratif,"" ujar Mahfud.
Pengacara Tom Lembong, Zaid Mushafi, pun turut mengamini bahwa putusan hakim mengabaikan fakta adanya perintah Presiden Jokowi dalam kebijakan importasi gula.
Baca juga:Tinta Politik di Atas Palu Hakim: Membedah Vonis Tom Lembong
Menurutnya, persetujuan impor (PI) gula kristal mentah (GKM) yang diterbitkan Tom Lembong dilakukan dalam rangka pembentukan stok gula nasional dan pengendalian harga. Tindakan ini dilakukan Tom Lembong karena Jokowi memintanya meredam gejolak harga bahan pokok, termasuk gula.
Begitu pun terkait penunjukkan koperasi milik TNI-Polri, yang disebut Zaid, juga tidak terlepas dari izin Jokowi. Hal ini turut diamini oleh Ketua Induk Koperasi Kartika (Inkopkar) 2015-2016, Mayjen (Purn) Felix Hutabarat yang dihadirkan dalam sidang pada 20 Mei 2025 lalu.",Apakah Tom Lembong diberi tuntut oleh vonis?,"Iya, tom telah diterima sebagai suspect."
"LAMPUNG, KOMPAS.com– Pegawaibank BUMNberinisial CA yang menilap dana nasabah sebesar Rp 17,9 miliar diketahui menginvestasikan uang hasil kejahatannya ke bisnis kuliner dan pembelian tanah.
Asisten Pidana Khusus (Aspidsus) Kejaksaan Tinggi (Kejati) Lampung, Armen Wijaya mengatakan, penyidik telah menyita sejumlah aset yang diduga berkaitan langsung dengan tindak pidana yang dilakukan tersangka.
“Dari hasil penggeledahan di beberapa lokasi, kita menemukan barang bukti yang memiliki hubungan langsung dengan perbuatan tersangka, sudah kita sita,” kata Armen saat dihubungi, Selasa (22/7/2025) siang.
Baca juga:Tilap Uang Nasabah Rp 17,9 Miliar, Pegawai Bank BUMN di Pringsewu Lampung Jadi Tersangka
Menurut Armen, sebagian dana nasabah itu telah digunakan tersangka untuk investasi di beberapa restoran.
“Taksiran uang investasi ini mencapai Rp 552,6 juta,” ujarnya.
Selain itu, penyidik juga menemukan aset berupa tanah dan bangunan di wilayah Gunung Kanci, Kabupaten Pringsewu, dengan nilai taksiran mencapai Rp 450 juta.
“Lalu beberapa unit kendaraan dan tas bermerek,” kata Armen.
Sebelumnya diberitakan, CA yang merupakan pegawai bank BUMN di Kabupaten Pringsewu, Lampung, ditetapkan sebagai tersangka atas dugaan penilapan dana nasabah hingga mencapai Rp 17,9 miliar.
Baca juga:3 Modus Pegawai Bank BUMN di Lampung Kuras Rp 17,9 Miliar Dana Nasabah",Apa investasi tersangka telah melakukan dengan uang nasabah?,Investasikan dalam bisnis kuliner dan pembelian tanah.
"MEDAN, KOMPAS.com- Polisi telah menetapkan 26tersangkaterkait kasuspenjarahan pabrikPT Abdi Rakyat Bakti (ARB) yang berlokasi di Jalan Yos Sudarso,Medan.
Penetapan tersangka dilakukan pada Minggu (20/7/2025).
Salah satu tersangka yang ditangkap adalah seorangpensiunan TNI ALberinisial SR, yang diduga berperan sebagai penadah barang curian.
""Benar (pensiunan TNI AL), perannya sebagai penadah (besi curian),"" ungkap Kasubbid Penmas Polda Sumut, Kompol Siti Rohani Tampubolon, saat dihubungiKompas.commelalui telepon seluler, Selasa (22/7/2025).
Baca juga:Warga Jarah Besi Pabrik di Medan Rugikan Rp 1,5 Miliar, 26 Orang Jadi Tersangka
Saat ini, SR bersama 25 pelaku lainnya telah ditahan untuk penyelidikan dan proses hukum lebih lanjut.
Kabid Humas Polda Sumut, Kombes Pol Ferry Walintukan, menjelaskan bahwa para pelaku melakukan aksi mereka pada Minggu (20/7/2025) sekitar pukul 04.00 WIB.
""Ini dilakukan secara terorganisir. Mereka memanfaatkan kelengahan pengawasan untuk mengangkut aset pabrik menggunakan truk,"" ujar Ferry dalam keterangan tertulisnya, Selasa (22/7/2025).
Diketahui bahwa saat penjarahan terjadi, pabrik tersebut sudah tidak beroperasi.
Ferry menambahkan bahwa peristiwa ini dilaporkan oleh pemilik pabrik kepada pihak kepolisian, yang kemudian langsung turun ke lokasi.
Dalam penangkapan tersebut, polisi mengamankan 37 warga yang diduga terlibat.
Setelah pemeriksaan lebih lanjut, penyidik menetapkan 26 orang sebagai tersangka.
Ferry menyebutkan bahwa dalam menjalankan aksinya, para pelaku memiliki peran yang berbeda.
""Mulai dari penampung hingga eksekutor (pencuri besi) di lapangan,"" jelasnya.
Akibat tindakan para pelaku, pabrik mengalami kerugian hingga Rp 1,5 miliar.
Namun, identitas para pelaku belum dirinci lebih lanjut.
""Ini adalah respons cepat kami terhadap laporan masyarakat dan keresahan publik atas aksi pencurian dan penjarahan yang sangat meresahkan,"" tegas Ferry.
Baca juga:Warga Jarah Besi Pabrik di Medan Rugikan Rp 1,5 Miliar, 26 Orang Jadi Tersangka
Selain itu, pihak kepolisian juga mengamankan sejumlah barang bukti hasil curian dari para tersangka, termasuk truk bermuatan besi, pipa, komponen mesin, serta alat-alat yang digunakan untuk mencuri, seperti mesin las, gergaji, dan kunci pas.",Apa tanggapan dari penasihat TNI terhadap peran SR sebagai pemadam bara?,"""Benar (pensiunan TNI AL), perannya sebagai pemadah bara,"" menyatakan Penbid."
"JAKARTA, KOMPAS.com- Vonis yang dijatuhkan kepada Menteri Perdagangan periode 2015-2016 Thomas Trikasih Lembong atauTom Lembongdinilai salah. Sebab, Tom disebut hanya melaksanakan perintah dari atas, ketika kebijakan importasi gula itu dilaksanakan pada saat itu.
Selain itu, langkah hakim yang menghitung sendiri kerugian negara yang ditimbulkan akibat kebijakan importasi tersebut turut disorot. Sebabnya, hakim terkesan tidak percaya dengan penghitungan Badan Pengawasan Keuangan dan Pembangunan (BPKP).
Mantan Menteri Koordinator bidang Politik, Hukum, dan Keamanan (Menkopolhukam)Mahfud MDmenilai, tidak ditemukan mens rea atau niat jahat dalam perbuatan yang dilakukan oleh Tom Lembong.
""Setelah saya mengikuti isi persidangan dan mendengar vonisnya, maka menurut saya vonis itu salah,"" kata Mahfud kepadaKompas.com, Selasa (22/7/2025).
Ia menjelaskan bahwa sebelumnya pernah menyatakan proses hukum dalam penetapan Tom Lembong sebagai tersangka sudah sesuai dengan koridor hukum, jika dikaitkan dengan dugaan aliran dana korupsi.
""Waktu itu ada yang mengatakan bahwa Tom Lembong tak bisa dijadikan tersangka karena tak sepeser pun ada dana yang masuk kepadanya. Maka saya jawab di dalam hukum yang resmi, orang bisa dijerat hukum korupsi apabila memperkaya diri sendiri atau orang lain, atau korporasi dengan cara melawan hukum dan merugikan keuangan negara,"" terangnya.
Baca juga:Tinta Politik di Atas Palu Hakim: Membedah Vonis Tom Lembong
Sehingga dalam konteks tersebut, menurutnya, meskipun Tom Lembong tidak menerima aliran dana, tetapi perbuatannya memperkaya orang lain atau korporasi, maka ia bisa dijerat dengan pasal rasuah. Dengan catatan, perbuatannya tergolong sebagai perbuatan melawan hukum dan ada kerugian keuangan negara di dalamnya.
Mahfud mengaku mengikuti terus proses persidangan eks petinggi Timnas Anies-Muhaimin tersebut. Menurutnya, tidak ditemukan niat jahat ataumens reayang dilakukan Tom Lembong, berdasarkan fakta-fakta persidangan yang muncul.
""Menurut saya, tidak ada unsur mens rea sehingga tidak bisa dipidanakan. Dalilnyageen straf zonder schuld, artinya 'tidak ada pemidanaan jika tidak ada kesalahan'. Unsur utama kesalahan itu adalahmens rea,"" jelasnya.
KOMPAS.com/DINDA AULIA RAMADHANTYMantan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud MD di Mercure Hotel, Ancol, Jakarta Utara, Sabtu (21/12/2024).
""Untuk menghukum seseorang, selainactus reus(fakta tindakan fisik) masih harus adamens reaatau niat jahat. Dalam konteks vonis Tom Lembong ini, ternyata tidak ditemukanmens reaatau niat jahat,""
Mahfud menilai, tindakan impor gula yang dilakukan Tom Lembong hanyalah melaksanakan perintah dari atas. Dalam hal ini, atasan Tom Lembong adalah Presiden ke-7 RI Joko Widodo.
""Di kasus Tom Lembong tidak ditemukan mens rea, karena dia hanya melaksanakan tugas dari atas yang bersifat administratif,"" ujar Mahfud.
Pengacara Tom Lembong, Zaid Mushafi, pun turut mengamini bahwa putusan hakim mengabaikan fakta adanya perintah Presiden Jokowi dalam kebijakan importasi gula.
Baca juga:Tinta Politik di Atas Palu Hakim: Membedah Vonis Tom Lembong
Menurutnya, persetujuan impor (PI) gula kristal mentah (GKM) yang diterbitkan Tom Lembong dilakukan dalam rangka pembentukan stok gula nasional dan pengendalian harga. Tindakan ini dilakukan Tom Lembong karena Jokowi memintanya meredam gejolak harga bahan pokok, termasuk gula.
Begitu pun terkait penunjukkan koperasi milik TNI-Polri, yang disebut Zaid, juga tidak terlepas dari izin Jokowi. Hal ini turut diamini oleh Ketua Induk Koperasi Kartika (Inkopkar) 2015-2016, Mayjen (Purn) Felix Hutabarat yang dihadirkan dalam sidang pada 20 Mei 2025 lalu.","Terima kasih, Kompas.com bantu penentuan kejuangan negara dengan hakim?","Tidak, karena mereka tidak percaya pada BPKP's hukum yang menunjukkan kerugian negara."
"TUBAN, KOMPAS.com- Baru sehari diresmikan Presiden Prabowo secara virtual,Koperasi Desa Merah Putih(KDMP) Desa Pucangan, Kecamatan Montong, Kabupaten Tuban, Jawa Timur yang menjadi percontohan, Senin (21/7/2025) ditutup.
Semua barang yang ada di gerai koperasi tersebut dikeluarkan dan ditarik oleh perusahaan mitra KDMP Desa Pucangan.
Termasuk atribut dan billboard gerai bergambar Presiden Prabowo Subianto.
KDMP yang bergerak dalam bidang penjualan Gerai Sembako, Apotek dan Permodalan Sari'ah tersebut telah menjalin kerja sama kemitraan dengan PT Perekonomian Sunan Drajat yang merupakan unit usaha Pondok Pesantren Sunan Drajat Lamongan.
Baca juga:Baru Sehari Diresmikan, Koperasi Desa Merah Putih di Tuban Tutup, Apa Masalahnya?
Namun, Pengurus KDMP Desa Pucangan, Nasiruddin justru menyebut telah mendapatkan dukungan penuh dari BUMN dan PT Pupuk Indonesia saat berinteraksi secara virtual dengan Presiden Prabowo Subianto.
Pernyataan pengurus dan Pengawas KDMP Desa Pucangan tersebut pun sangat disayangkan oleh Gus Anas Al Khifni selaku Direktur Perekonomian Pondok Pesantren Sunan Drajat yang telah menjadi mitra strategis selama 1,7 tahun.
Gus Anas Al Khifni mengatakan, pihaknya sejak awal berdiri KDMP Desa Pucangan telah memberikan pendampingan hingga akhirnya menjadi KDMP percontohan di Jawa Timur yang diresmikan oleh Presiden Prabowo Subianto.
""Kami kerja sama dan bermitra mulai awal berdiri sampai diresmikan kemarin, kami pendampingan mulai dari support manajemen, suplai barang, dan sumber daya manusia, termasuk renovasi bangunan juga,"" kata Gus Anas, kepadaKompas.com, Selasa (22/7/2025).
Baca juga:Koperasi Merah Putih di Tuban Tutup Sehari Usai Diresmikan, Mitra: Support Kami Tak Disebut
Gus Anas menyebutkan, pihaknya sebagai mitra selama ini telah memberikan banyak kontribusi.
Baik dalam proses perencanaan, pendirian, pengurusan legalitas, hingga kegiatan operasional KDMP.
Namun, kontribusi tersebut tidak diakui dalam kegiatan resmi KDMP yang dijadikan percontohan di Jawa Timur.
Sehingga pihaknya terpaksa memilih menarik diri dan melakukan pemutusan kerjasama secara sepihak.
Pihaknya tidak ingin dalam kerja sama kemitraan tersebut, ada penumpang gelap yang sengaja ingin memanfaatkan situasi atau kesempatan yang merugikan pihaknya saat peresmian KDMP tersebut.
""Bukan persoalan kami tidak disebut saat peresmian itu, tetapi kami khawatir ada pihak yang menumpangi demi kepentingannya di hadapan pak presiden,"" ujarnya.
Baca juga:Bupati Bandung Minta Ketua Koperasi Merah Putih Bukan Saudara atau Tim Sukses Kades
Gus Anas Al Khifni menyampaikan, manajemen Perekonomian Pondok Pesantren Sunan Drajat siap mendukung untuk mewujudkan program KDMP yang telah dicanangkan oleh Presiden Prabowo Subianto.
""Alhamdulillah saat ini sudah ada beberapa titik Koperasi Desa yang sudah kami support baik permodalannya maupun pendampingannya, seperti di Gresik, Palang dan Rengel, Baureno dan Bojonegoro,"" tuturnya.
Pihak Kepala Desa Pucangan dan Ketua KDMP sempat menyampaikan kronologi tidak disebutnya peran Perusahaan Perekonomian Pondok Pesantren Sunan Drajat saat pemutusan kerja sama tersebut.
""Mereka bicara ke kami gugup, sehingga tidak menyebutkan support kami, tapi anehnya malah menyebutkan support dari BUMN, padahal sejatinya itu tidak ada,"" ucapnya.
Sementara,Kompas.comyang berusaha mengkonfirmasi Kepala Desa Pucangan hingga saat ini masih belum mendapatkan respons.",Apakah Presiden Prabowo Subianto telah dismisi dari jabat kepolisian?,"Tidak, hanya tersebar virtual."
