content,question,answer
"Penulis: Martin Fritz/DW Indonesia
KOMPAS.com - Koalisi pemerintahanJepangyang dipimpin oleh Perdana Menteri (PM) Shigeru Ishiba kehilangan kursi mayoritas di parlemen dalam pemilu pada Minggu (20/7/2025) setelah partai-partai populis sayap kanan meraih banyak suara.
Ini menjadi pertanda bahwa populisme sayap kanan dan polarisasi kini mengancam stabilitas politik di Jepang.
Untuk saat ini, PM Ishiba bersikeras tetap menjabat sebagai perdana menteri, meskipun ini adalah kekalahan keduanya dalam sembilan bulan terakhir.
Baca juga:Usung Agenda Anti-Imigran di Jepang, Partai Sanseito Menang Pemilu
Partai Demokrat Liberal (LDP) yang dipimpinnya juga kalah dalam pemilu dini Oktober lalu, menjadikannya partai minoritas yang memerintah bersama koalisi.
Ishiba mengatakan, dirinya akan menerima hasil ini dengan rendah hati dan tetap bertanggung jawab atas urusan kenegaraan.
Namun, kelanjutan masa jabatan PM Ishiba kini tidak lagi bergantung padanya. Oposisi yang semakin kuat bisa menjatuhkannya kapan saja lewat mosi tidak percaya, meski oposisi belum cukup bersatu untuk membentuk koalisi pemerintahan sendiri.
Ishiba juga menghadapi ancaman pemberontakan dari dalam partainya sendiri, yang telah memerintah Jepang hampir tanpa henti selama 70 tahun dan selalu menguasai setidaknya satu kamar parlemen.
Tokoh senior konservatif LDP, Taro Aso, menyatakan bahwa ia tidak bisa menerima Ishiba sebagai PM Jepang.
Namun, calon pengganti potensial Ishiba tampaknya masih perlu menunggu.
""Tidak ada yang mau menggantikan Ishiba di masa sulit seperti ini bagi LDP,"" kata ilmuwan politik Masahiro Iwasaki dari Universitas Nihon di Tokyo kepadaDW.
Baca juga:Partai Sayap Kanan Menang Besar di Jepang, Ini Janji-janji Sanseito
AFP/HIRO KOMAEShigeru Ishiba mendapat tepuk tangan setelah terpilih menjadi pemimpin baru partai berkuasa di Jepang, Partai Demokratik Liberal (LDP), dalam pemilihan kepemimpinan di Tokyo, 27 September 2024.
Koalisi yang berkuasa, LDP dan Partai Komei yang beraliran Buddha, gagal mencapai target untuk mempertahankan kursi mayoritas di majelis tinggi parlemen.
Perolehan suara mereka hanya terpaut tiga kursi dari mayoritas, hasil yang mengejutkan karena selisihnya sangat tipis. Dari total 248 kursi, 125 kursi diperebutkan dalam pemilu kali ini.
LDP kemungkinan akan mencoba menarik beberapa anggota parlemen independen ke dalam koalisi. Namun, kalau pun upaya ini berhasil, posisi pemerintahan tetap masih tidak stabil.",Apakah PM Shigeru Ishiba terus bersenang-senang setelah partai khusus mengalami kalah?,"Tidak, tetapi mengejutkannya adalah LDP yang pernah kalah."
"TOKYO, KOMPAS.com- BosTamiya,Shunsaku Tamiya, merek mainan miniatur mobil balap, meninggal dunia pada Jumat (18/7/2025) dalam usia 90 tahun.
Kabar duka tersebut disampaikan langsung oleh perusahaan Tamiya dalam siaran pers yang dirilis Selasa (22/7/2025).
Tamiya menyatakan, upacara pemakaman Shunsaku Tamiya telah dilakukan secara privat dan dihadiri oleh keluarga serta kerabat dekat.
Baca juga:Kembali Booming di Malang, Penghobi Tamiya Lintas Generasi Berkumpul Jadi Arena Nostalgia
Pemakaman secara privat tersebut merupakan wasiat dari Shunsaku Tamiya sendiri.
""Informasi mengenai acara lainnya akan dirilis dalam beberapa hari mendatang,"" tulis Tamiya.
Tamiya juga meminta publik untuk menghormati privasi keluarga untuk saat ini.
Pihak keluarga maupun perusahaan juga meminta agar publik atau pihak lain tidak memberikan pemberian apa pun.
""Harap dicatat bahwa kami tidak menerima pemberian belasungkawa,"" tulis Tamiya.
Baca juga:Tamiya Dash Emperor dari Bandung Hadir di IIMS 2025
Shunsaku Tamiya lahir pada 19 Desember 1934 dan merupakan tokoh kunci di balik kesuksesan Tamiya.
Setelah lulus dari Universitas Waseda pada 1958, ia bergabung dengan Tamiya Shoji & Co dan memulai perjalanan panjangnya dalam membesarkan industri hobi miniatur mobil balap.
Selama berkiprah di industri tersebut, Shunsaku Tamiya mengembangan perakitan miniatur mobil balap ataumodel kitberdasarkan studi detail.
Dia juga dinilai berkontribusi besar terhadap pengembangan dan penyebaran mobil kendali radio dan model Mini-4WDdi seluruh dunia.
Shunsaku Tamiya juga diakui terlibat dalam pengembangan pasar luar negeri melalui pameran dagang dan pengembangan fasilitas di luar negeri.
Baca juga:Bermain Tamiya, Pembalasan Dendam Masa Kecil",Apa yang terjadi dengan Shunsaku Tamiya?,Mereka meninggal dunia pada Jumat (18/7/2025) di usia 90 tahun.
"QUITO, KOMPAS.com -Sedikitnya sembilan orang tewas ditembak pada Sabtu (19/7/2025) di sebuahbardi General Villamil Playas, kota pesisir di Provinsi Guayas,Ekuador. Insiden berdarah ini terjadi saat para korban sedang bermain biliar.
Menurut keterangan kantor kejaksaan Ekuador, para pelaku yang membawasenjata apiotomatis masuk ke bar yang berada di kawasan permukiman kelas pekerja dan melepaskan tembakan secara membabi buta.
Foto-foto yang beredar di media sosial memperlihatkan setidaknya sembilan jenazah tergeletak bersimbah darah di lantai bar, di antara meja-meja biliar yang berlubang karena peluru.
Baca juga:Daniel Noboa, Presiden Ekuador Berusia 37 yang Gencar Berantas Geng Narkoba
Kolonel Polisi Jhanon Varela menyampaikan, dua orang luka-luka dalam serangan ini dan kini dirawat di rumah sakit setempat.
""Sayangnya, ketika polisi tiba, banyak korban yang terdampak peristiwa ini telah dievakuasi dari lokasi kejadian oleh warga dan anggota keluarga. Diduga masih ada korban lainnya,"" ujar Varela, dikutip dariAFPpada Minggu (20/7/2025).
Hingga saat ini, pihak berwenang baru dapat mengidentifikasi satu dari sembilan jenazah yang ditemukan di lokasi. Pada Sabtu malam, keluarga korban mulai membawa peti mati ke bar tempat kejadian.
Wakil Bupati Guayas, Marcela Aguinaga, mengonfirmasi bahwa salah satu korban adalah seorang pelatih sepak bola di provinsi itu.
Melalui akunX, Aguinaga menulis, ""Kekerasan berusaha membuat kita bertekuk lutut, membungkam kita, dan membiasakan kita dengan kengerian. Namun kita tidak akan tinggal diam. Kita juga tidak akan menyerah"".
Baca juga:Jembatan Gantung di Ekuador Runtuh, 4 Tewas, 1 Orang Masih Hilang
Ekuador kini menghadapi salah satu periode paling berdarah dalam sejarah modernnya. Data resmi mencatat, sepanjang Januari hingga Mei 2025, terjadi 4.051 kasus pembunuhan.
Dalam beberapa tahun terakhir, organisasi perdagangan narkoba tumbuh pesat di negara ini. Tingkat pembunuhan melonjak drastis, dari enam per 100.000 penduduk pada 2018 menjadi 38 per 100.000 penduduk pada 2024.
Penangkapan kembali gembong narkoba terbesar Ekuador,Adolfo Maciasalias Fito, pada Juni lalu setelah sempat kabur dari penjara berkeamanan maksimum pada 2024, tak menghentikan kekerasan.
Dalam sepekan terakhir, setidaknya 20 orang tewas akibat bentrokan mematikan di Provinsi Manabi, termasuk di Kota Manta, basis kekuatan geng Los Choneros yang dipimpin Fito.
Sabtu sore, Menteri Dalam Negeri Ekuador John Reimberg mengumumkan pengerahan 2.500 polisi di titik-titik strategis Manta, salah satu pelabuhan perikanan utama negara itu.
Setelah ditangkap, Fito setuju untuk diekstradisi ke Amerika Serikat atas tuduhan perdagangan kokain dan senjata.
Baca juga:Sebuah Pistol di Ekuador Ini Tinggalkan Jejak 34 Kematian
Dulu dikenal sebagai salah satu negara paling damai di Amerika Latin, Ekuador kini dilanda krisis setelah ekspansikartel narkobatransnasional yang memanfaatkan pelabuhannya untuk menyelundupkan narkoba ke AS dan Eropa.","Apa masalah yang terjadi di General Villamil Playas, dan bagaimana hal ini terjadi?","Orang-orang ditembakkan sedikitnya sembilan orang pada Sabtu 19/7/2025; para korban mencicipi biliar saat ditempati, dan polisi melihat dua luka."
"DHAKA, KOMPAS.com -Sebuahpesawat latihmilik Angkatan UdaraBangladeshjatuh menimpa gedung sekolah di kawasan Uttara, Dhaka, Senin (21/7/2025) sore, menewaskan sedikitnya 20 orang, termasukpilotdan parapelajar.
Menurut keterangan resmi militer, pesawat F-7 BGI buatan China itu mengalami kerusakan teknis tak lama setelah lepas landas pukul 13.06 waktu setempat dari pangkalan udara A.K. Khandaker.
Pilot, Letnan Penerbang Mohammed Toukir Islam, disebut sempat berusaha mengalihkan pesawat ke area yang lebih sepi sebelum akhirnya menghantam bangunan Milestone School and College.
Baca juga:150.000 Rohingya Mengungsi dari Myanmar ke Bangladesh dalam 18 Bulan
“Pilot telah melakukan segala upaya untuk menghindari area padat penduduk,” demikian pernyataan militer Bangladesh, dikutip dariAP News.
Ledakan besar terdengar di sekitar lokasi, memicu kepanikan para siswa yang berhamburan menyelamatkan diri.
Sebanyak 171 siswa berhasil dievakuasi, banyak di antaranya mengalami luka bakar. Mereka dilarikan ke rumah sakit dengan helikopter, becak bermotor, atau digendong oleh petugas penyelamat dan keluarga.
Suasana haru menyelimuti area sekitar sekolah dan rumah sakit imbasjet tempur jatuh di Bangladeshtersebut.
Seorang ayah, Jewel, menceritakan bagaimana ia sempat tidak mengangkat telepon istrinya karena sedang berdoa.
“Saat tiba di sini, saya melihat kobaran api besar. Ada jenazah anak-anak. Untungnya, putri kami selamat, meski banyak yang mengalami luka bakar,” ujarnya.
Baca juga:Beijing Salahkan Jepang soal Insiden Jet Tempur di Laut China Timur
Estiak Elahi Khan, siswa kelas 11, mengatakan ia bersama teman-temannya berusaha mendekat ke lokasi.
“Kami melawan kerumunan dan tentara untuk melihat sekolah kami. Apa yang saya lihat sungguh mengerikan, sulit digambarkan,” katanya.
Tim penyelamat masih menyisir puing-puing bangunan hingga malam hari, menggunakan derek untuk membersihkan reruntuhan.
Sementara itu, lebih dari 60 siswa berusia 12 hingga 16 tahun dipindahkan ke rumah sakit khusus korban luka bakar, menurut dokter di Rumah Sakit Uttara Adhunik.
Tragedi ini disebut sebagai kecelakaan pesawat paling mematikan di Dhaka dalam ingatan publik. Pada 2008, jet latih F-7 lain juga jatuh di luar Dhaka, menewaskan pilot yang sempat melontarkan diri.
Pemerintah Bangladesh menetapkan Selasa (22/7/2025) sebagai hari berkabung nasional, dengan pengibaran bendera setengah tiang di seluruh negeri.",Apa kondisi pesawat F-7 BGI yang terlibat dalam cedera rumah sekolah di Dhaka?,Mengalami kerusakan teknis.
"GAZA, KOMPAS.com -Badan pertahanan sipil Gaza melaporkan, militerIsraelmenembaki kerumunan wargaPalestinayang sedang mengambilbantuan kemanusiaandi wilayah konflik pada Minggu (20/7/2025).
Akibat serangan tersebut, sedikitnya 93warga Palestinatewas dan puluhan orang mengalami luka-luka, seperti yang dikutip dariAFPpada Senin (21/7/2025).
Menurut keterangan juru bicara Badan Pertahanan Sipil Gaza, Mahmud Basal, 80 orang tewas ketika truk-truk pembawa bantuan kemanusiaan tiba di wilayah utara Gaza.
Baca juga:Israel Serang Gaza dengan Rudal Drone Berisi Paku, 30 Warga Palestina Tewas
Sembilan orang lainnya tewas di dekat titik distribusi di Rafah, sedangkan empat orang dilaporkan tewas di Khan Yunis, Gaza selatan.
Program Pangan Dunia (WFP) milik Perserikatan Bangsa-Bangsa (PBB) mengatakan, konvoi 25 truk bantuan kemanusiaan melewati perbatasan Israel mendapati kerumunan besar warga sipil kelaparan, yang kemudian menjadi sasaran tembakan di dekatKota Gazaoleh para militer.
Sementara itu,militer Israelmembantah jumlah korban tewas yang dilaporkan oleh badan pertahanan sipil Gaza.
Mereka mengeklaim, tentara hanya melepaskan tembakan peringatan untuk mengatasi ancaman langsung dari kerumunan yang berkumpul.
Di Kota Gaza, seorang warga bernama Qasem Abu Khater (36) mengatakan kepadaAFPbahwa ia berusaha mendapatkan sekantong tepung, tetapi mendapati kerumunan besar warga yang bersedih.
“Tank-tank menembakkan peluru secara acak ke arah kami dan tentara penembak jitu Israel menembak seolah-olah mereka berburu hewan di hutan,” ungkapnya.
“Puluhan orang tewas di depan mata saya dan tidak ada yang bisa menyelamatkan siapa pun,” imbuhnya.
WFP mengecam keras aksi militer Israel terhadap warga sipil yang tengah mencari bantuan.
WFP menyebutnya sebagai tindakan yang “sangat tidak dapat diterima”.
Menurut catatan PBB, hampir 800 warga Palestina yang mencari bantuan telah tewas sejak akhir Mei, termasuk di jalur-jalur distribusi bantuan kemanusiaan.
Otoritas setempat menyebut kematian warga sipil akibat tembakan sudah menjadi kejadian rutin di Gaza, di tengah kelangkaan makanan dan kebutuhan pokok lainnya di sana.
Baca juga:20 Warga Palestina Tewas di Pusat Bantuan Gaza, Diduga Ulah Provokator Bersenjata
Di tengah konflik yang berkelanjutan dan krisis kemanusiaan, warga Palestina dihadapkan pada ancaman baru berupa relokasi massal.","Konflik di Gaza menyebalkan Israel, apakah kerumunan warga Palestina yang kehilangan jiwa adalah orang-orang utama?",Warga sipil
"DAMASKUS, KOMPAS.com –Suriahmemutuskan untuk menarik pasukannya dari Kota Sweida sebagai langkah untuk menghindari perang terbuka denganIsrael.
Keputusan ini diambil di tengah eskalasi kekerasan antara militer Suriah dan kelompok milisi Druze, menyusul serangan udara besar-besaran Israel ke Damaskus pada Rabu (16/7/2025) waktu setempat.
Dalam pidato yang disiarkan televisi pada Kamis pagi, Presiden Suriah Ahmed al-Sharaa mengungkap bahwa pemerintah menghadapi dua pilihan sulit, yakni perang terbuka melawan Israel atau memberikan ruang bagi para pemuka agama Druze untuk mencapai kesepakatan damai.
Baca juga:Kenapa Israel Serang Suriah?
“Kami tidak takut pada perang. Sejarah kami penuh dengan pertempuran demi membela rakyat. Tapi kali ini, kami memilih jalan yang mengutamakan kesejahteraan rakyat Suriah di atas kekacauan dan kehancuran,” ujar al-Sharaa.
Langkah ini muncul setelah serangan Israel yang menargetkan gedung-gedung pemerintahan di pusat kota Damaskus, termasuk Kementerian Pertahanan dan area dekat istana presiden.
Setidaknya tiga orang dilaporkan tewas dalam serangan tersebut, menurut pemerintah Suriah.
Israel menyatakan bahwa serangan ini dilakukan untuk melindungi komunitas minoritas Druze yang terlibat bentrokan mematikan dengan pasukan pemerintah Suriah di wilayah selatan.
Menteri Pertahanan Israel Israel Katz menyebutkan bahwa “serangan menyakitkan telah dimulai” dalam unggahan yang menyertakan rekaman serangan ke Damaskus.
Sementara itu, Menteri Luar Negeri Israel Gideon Sa’ar menegaskan bahwa negaranya ingin menjaga status quo di wilayah selatan Suriah agar tidak muncul ancaman baru di dekat perbatasan.
Amerika Serikat (AS) ikut campur dalam meredam eskalasi. Menteri Luar Negeri AS Marco Rubio mengatakan bahwa pemerintahan Presiden Donald Trump telah berkomunikasi dengan seluruh pihak yang terlibat untuk menghentikan kekerasan.
“Kami telah menyepakati langkah-langkah spesifik untuk mengakhiri situasi yang mengkhawatirkan ini malam ini. Kami berharap semua pihak menepati komitmen mereka,” kata Rubio melalui media sosial X.
Menurut media pemerintah Suriah, proses penarikan pasukan dari Sweida mulai dilakukan Rabu malam setelah adanya kesepakatan gencatan senjata antara pemerintah Suriah dan para pemimpin agama Druze.
Video yang ditayangkan televisi Suriah memperlihatkan konvoi kendaraan militer meninggalkan kota.
Namun, kesepakatan ini belum sepenuhnya solid. Beberapa tokoh Druze menolak perjanjian tersebut. Salah satu pemuka spiritual, Hikmat al-Hijri, bahkan menyerukan agar para pendukungnya tetap melanjutkan perlawanan.
Sementara itu, tokoh Druze lainnya, Youssef Jarbou, menyatakan bahwa telah dicapai kesepakatan “penghentian total semua operasi militer dan deeskalas idari semua pihak, serta kembalinya pasukan ke barak.”
Menurut Syrian Network for Human Rights (SNHR), sedikitnya 169 orang tewas dan lebih dari 200 orang terluka dalam bentrokan yang terjadi selama beberapa hari terakhir.
Bentrokan juga menyebabkan kerusakan infrastruktur dan layanan publik lumpuh.
“Listrik padam sejak Selasa pagi. Sinyal seluler sangat lemah, dan internet hampir tidak berfungsi. Saluran telepon mati total. Air sempat terputus, meski kembali sebentar pagi ini,” ujar salah seorang warga Sweida, Fadi Hamdan.
Pemerintah Suriah menyalahkan “kelompok tak sah” atas kekerasan tersebut, dan menyebut puluhan jenazah ditemukan di Rumah Sakit Nasional Sweida setelah kelompok itu menarik diri.
Baca juga:Israel Serang Area Istana Presiden Suriah, Klaim Sasarannya Target Militer",Apa langkah Suriah dalam mencoba mencegah perang terbuka dengan Israel?,Memutuskan untuk memenarikan pasukannya dari Kota Sweida.
"TOKYO, KOMPAS.com- BosTamiya,Shunsaku Tamiya, merek mainan miniatur mobil balap, meninggal dunia pada Jumat (18/7/2025) dalam usia 90 tahun.
Kabar duka tersebut disampaikan langsung oleh perusahaan Tamiya dalam siaran pers yang dirilis Selasa (22/7/2025).
Tamiya menyatakan, upacara pemakaman Shunsaku Tamiya telah dilakukan secara privat dan dihadiri oleh keluarga serta kerabat dekat.
Baca juga:Kembali Booming di Malang, Penghobi Tamiya Lintas Generasi Berkumpul Jadi Arena Nostalgia
Pemakaman secara privat tersebut merupakan wasiat dari Shunsaku Tamiya sendiri.
""Informasi mengenai acara lainnya akan dirilis dalam beberapa hari mendatang,"" tulis Tamiya.
Tamiya juga meminta publik untuk menghormati privasi keluarga untuk saat ini.
Pihak keluarga maupun perusahaan juga meminta agar publik atau pihak lain tidak memberikan pemberian apa pun.
""Harap dicatat bahwa kami tidak menerima pemberian belasungkawa,"" tulis Tamiya.
Baca juga:Tamiya Dash Emperor dari Bandung Hadir di IIMS 2025
Shunsaku Tamiya lahir pada 19 Desember 1934 dan merupakan tokoh kunci di balik kesuksesan Tamiya.
Setelah lulus dari Universitas Waseda pada 1958, ia bergabung dengan Tamiya Shoji & Co dan memulai perjalanan panjangnya dalam membesarkan industri hobi miniatur mobil balap.
Selama berkiprah di industri tersebut, Shunsaku Tamiya mengembangan perakitan miniatur mobil balap ataumodel kitberdasarkan studi detail.
Dia juga dinilai berkontribusi besar terhadap pengembangan dan penyebaran mobil kendali radio dan model Mini-4WDdi seluruh dunia.
Shunsaku Tamiya juga diakui terlibat dalam pengembangan pasar luar negeri melalui pameran dagang dan pengembangan fasilitas di luar negeri.
Baca juga:Bermain Tamiya, Pembalasan Dendam Masa Kecil",Apa yang terjadi dengan Shunsaku Tamiya?,Mereka meninggal di Tokyo pada Jumat ini.
"Penulis: Jennifer Holleis/ DW Indonesia
KOMPAS.com- Kamis pagi (17/7/2025), PresidenSuriahAhmed Al-Sharaa menyampaikan pidato nasional, mengumumkan berakhirnya konflik antara suku Badui dan komunitasDruzedi Sweida yang menewaskan sekitar 360 orang.
Ia menegaskan pasukan pemerintah telah ditarik dan menekankan komitmennya melindungi hak-hak Druze.
Namun, fokus utama pidatonya diarahkan terhadapIsrael, yang pekan ini menyerang markas besar angkatan bersenjata Suriah dan posisi militer di Sweida, menewaskan 20 orang.
Perdana Menteri Israel Netanyahu mengeklaim, serangan itu dilancarkan untuk menyelamatkan komunitas Druze dan memberantas geng-geng bersenjata di dalam rezim Suriah.
Al-Sharaa sebaliknya menuduh Israel memanfaatkan kerusuhan untuk menghancurkan infrastruktur sipil dan menggagalkan upaya perdamaian.
""Kami tahu siapa yang ingin memecah belah bangsa ini,"" kata Al-Sharaa.
Baca juga:Siapa Druze dan Kenapa Israel Menyerang Suriah?
AFP/JACK GUEZPerdana Menteri Israel Benjamin Netanyahu saat mengunjungi Institut Sains Weizmann yang hancur dirudal Iran di Kota Rehovot, Israel, 20 Juni 2025.
Serangan terbaru di Damaskus menandai eskalasi militer Israel di Suriah, yang meningkat sejak tergulingnya Bashar Al-Assad pada Desember 2024.
Israel mengeklaim serangan bertujuan mencegah senjata rezim lama jatuh ke tangan pemerintahan baru.
Menurut Charles Lister dari Middle East Institute, sejak Desember 2025 Israel telah melakukan hampir 1.000 serangan dan menduduki 180 kilometer persegi wilayah Suriah. Ia mencatat bahwa pemerintah Suriah sama sekali tidak balas menyerang.
Secara resmi, Israel dan Suriah masih berada dalam status perang sejak 1967, ketika Israel menduduki Dataran Tinggi Golan pada 1981.
Meski diakui oleh AS dan Israel, komunitas internasional tetap menganggap wilayah itu sebagai bagian dari Suriah yang diduduki.
Pasca jatuhnya Assad, pasukan Israel mulai bergerak melampaui zona demiliterisasi yang telah diawasi PBB sejak perjanjian gencatan senjata 1974.
Baca juga:Presiden Suriah Tak Takut Perang, Kecam Israel Biang Keladi Kekacauan
""Israel tampaknya tengah membentuk zona penyangga informal di Suriah selatan,"" kata Ryan Bohl, analis senior Timur Tengah dan Afrika Utara di Rane Network, kepadaBloombergpekan ini.","Konflik antara suku Badui dan komunitas Druze di Sweida, Lebanon.",Perang sipil
"YERUSALEM, KOMPAS.com –Perdana Menteri (PM) IsraelBenjamin Netanyahukeracunan makanan dan akan bekerja dari rumah selama tiga hari ke depan.
Kabar ini disampaikan Kantor Perdana Menteri pada Minggu (20/7/2025), usai Netanyahu absen dari rapat kabinet mingguan pada pagi harinya.
Menurut keterangan resmi, Netanyahu mulai merasa sakit pada malam sebelumnya. Ia kemudian diperiksa di kediamannya oleh dr. Alon Hershko, Direktur Departemen Penyakit Dalam Rumah Sakit Hadassah Ein Kerem, Yerusalem.
Baca juga:Paus Leo XIV dan Netanyahu Berbicara via Telepon Usai Israel Serang Gereja di Gaza
“Hasil pemeriksaan menunjukkan perdana menteri mengalamiradang ususakibat mengonsumsimakanan basi,” kata pihak kantor.
Netanyahu sempat mengalami dehidrasi dan telah mendapatkan cairan infus. Kondisinya kini dilaporkan stabil.
“Sesuai instruksi dokter, Perdana Menteri akan beristirahat di rumah selama tiga hari ke depan dan tetap menjalankan tugas kenegaraan dari sana,” tambah pernyataan tersebut, dikutip dariThe Times of Israel.
Situasi ini berdampak pada jadwal persidangankasus korupsiyang melibatkan Netanyahu.
Pengadilan Distrik Yerusalem membatalkan agenda kesaksian Netanyahu yang sedianya berlangsung Senin dan Selasa.
Dengan demikian, Netanyahu baru dijadwalkan bersaksi kembali paling cepat pada September, usai masa reses pengadilan yang berlangsung hingga 5 September.
Pengacara Netanyahu, Amit Hadad, sebelumnya meminta penundaan sidang. Pihak Kejaksaan Negeri menyetujui permintaan itu, meski sempat mengusulkan agar sidang tetap digelar Rabu dan Kamis.
Baca juga:2 Mantan PM Israel Kecam Rencana Netanyahu Bangun Kota Kemanusiaan di Rafah
Namun, pengadilan memutuskan untuk membatalkan sidang pekan ini karena benturan jadwal pada akhir minggu. Selama reses, pengadilan tetap beroperasi, namun dengan kapasitas terbatas.
Kesaksian Netanyahu dalam persidangan ini telah beberapa kali tertunda sejak Desember tahun lalu.
Penundaan terjadi karena berbagai faktor, termasuk kondisi kesehatan Netanyahu, konflik berkepanjangan dengan Hamas di Gaza, ketegangan dengan Iran, hingga agenda diplomatik luar negeri.
Netanyahu yang kini berusia 75 tahun memang memiliki riwayat kesehatan yang cukup panjang.
Pada akhir Desember 2024, ia menjalani operasi pengangkatan prostat, disusul operasi hernia pada Maret 2024. Di bulan yang sama, ia sempat absen dari tugasnya selama beberapa hari akibat flu.
Tahun 2023, Netanyahu juga sempat dipasangi alat pacu jantung usai mengalami penyumbatan jantung sementara. Sebelumnya, ia dirawat di rumah sakit karena dehidrasi.
Dokter kemudian mengungkapkan bahwa Netanyahu telah lama mengalami masalah konduksi jantung.
Baca juga:Warga Israel Beralih Dukung Hamas, Desak Netanyahu Akhiri Perang Gaza
Meski demikian, laporan medis terakhir yang dirilis pada Januari 2023 menyebutkan bahwa kondisi kesehatan Netanyahu dalam batas normal. Alat pacu jantungnya bekerja baik, tanpa tanda aritmia maupun gangguan kesehatan serius lainnya.",Apa rupiah yang diumumkan oleh PM Israel Netanyahu?,Rp20.5 juta
"LONDON, KOMPAS.com -Seoranganggota polisidiInggris, Liam Reakes dipecat dan dilarang seumur hidup bekerja di bidang penegakan hukum.
MelansirNew York Postpada Selasa (10/6/2025), hal itu diputuskan setelah Reakes terbukti memalsukan lebih dari 100jam kerjasaat bertugas di Yeovil, Inggris.
Hasil sidang di markas besar Kepolisian Avon dan Somerset menyatakan bahwa Liam Reakes dinyatakan telah melakukan pelanggaran berat.
Baca juga:Peras Biksu Pakai Video Seks, Perempuan Thailand Ditangkap Polisi
Modus Reakes terungkap dalam sidang di markas Kepolisian Avon dan Somerset.
Dalam sidang, panel mendengarkan bukti bahwa Reakes secara sengaja menekan keyboard di laptopnya secara berkala ketika bekerja dari rumah, padahal ia tidak melakukan pekerjaannya.
“Dia membuka dokumen Word kosong dan menekan tombol ‘Z’ di keyboard selama berjam-jam,” demikian menurut penyelidikan yang dilaporkan BristolLive.
Audit keyboard pada September 2024 menunjukkan jumlah ketukan Reakes jauh lebih tinggi dibandingkan rekan-rekannya.
Tercatat, dari Juni hingga September 2024, ia melakukan aksi ini selama total 103 jam.
Bahkan dalam beberapa shift, ia melakukan hal itu selama empat jam terus-menerus.
Audit ini juga menemukan praktik serupa yang dilakukan sejak September 2023.
Baca juga:Rumah Eks Presiden Brasil Digeledah Polisi, Dituduh Rencanakan Kudeta
Meski mengakui tindakannya, Reakes membantah bahwa aksinya itu dilakukan untuk menipu agar terlihat sedang bekerja.
Reakes mengatakan hal itu ia lakukan karena mengalami masalah kesehatan mental dan merasa kurang nyaman bekerja bersama rekan-rekannya.
Namun, klaim ini tidak diperkuat bukti, karena menurut kepolisian, Reakes tidak pernah mengungkapkan masalah tersebut dalam percakapan sebelumnya dengan atasan.
Dalam sidang disebutkan bahwa selama 2024, Reakes sudah beberapa kali dipanggil untuk membahas masalah kinerjanya.
“Dia tahu dia dibayar untuk pekerjaan yang tidak dia lakukan,” kata Mark Ley-Morgan, pengacara yang mewakili kepolisian Inggris.",Apa hal yang ditunjukkan oleh audit keyboard terkait dengan Reakes?,Audit menyebalkan jumlah ketukannya tinggi.
